t_ms,ax,ay,az,steps
163182,171,-936,-325,0
163281,168,-923,-328,0
163381,164,-928,-328,0
163479,163,-925,-328,0
163578,173,-924,-330,0
163678,167,-933,-328,0
163775,171,-930,-329,0
163874,167,-931,-328,0
163974,168,-928,-330,0
164073,172,-914,-333,0
164170,158,-940,-324,0
164267,168,-945,-315,0
164368,171,-926,-329,0
164466,168,-920,-329,0
164565,164,-938,-322,0
164663,172,-948,-316,0
164763,179,-927,-331,0
164861,175,-922,-334,0
164960,164,-931,-326,0
165060,181,-920,-333,0
165159,176,-922,-336,0
165258,170,-937,-329,0
165361,180,-925,-333,0
165458,186,-921,-342,0
165556,177,-916,-343,0
165656,168,-920,-335,0
165753,168,-938,-328,0
165852,167,-935,-328,0
165953,171,-929,-329,0
166049,167,-925,-330,0
166152,169,-927,-330,0
166253,171,-926,-330,0
166349,168,-927,-331,0
166449,172,-929,-328,0
166545,174,-928,-330,0
166643,168,-929,-329,0
166743,171,-928,-329,0
166839,169,-922,-335,0
166938,169,-927,-329,0
167037,175,-927,-334,0
167134,167,-925,-331,0
167234,169,-928,-329,0
167332,167,-929,-329,0
167433,170,-924,-331,0
167532,172,-925,-334,0
167630,168,-927,-330,0
167729,170,-923,-329,0
167828,170,-927,-332,0
167927,170,-929,-329,0
168027,170,-928,-329,0
168126,170,-925,-329,0
168225,170,-927,-330,0
168324,171,-929,-329,0
168423,171,-927,-329,0
168523,168,-926,-331,0
168622,171,-926,-333,0
168722,174,-924,-336,0
168821,175,-926,-337,0
168921,174,-932,-328,0
169019,174,-923,-341,0
169118,180,-918,-345,0
169216,181,-917,-345,0
169313,172,-923,-335,0
169412,173,-930,-330,0
169510,172,-922,-342,0
169608,175,-934,-328,0
169707,182,-920,-343,0
169806,178,-914,-355,0
169904,177,-910,-349,0
170002,172,-917,-357,0
170100,176,-921,-348,0
170199,176,-927,-340,0
170298,173,-926,-340,0
170396,168,-921,-344,0
170493,176,-921,-349,0
170594,177,-920,-349,0
170691,174,-920,-347,0
170792,174,-920,-347,0
170892,171,-925,-343,0
170989,176,-925,-343,0
171087,173,-922,-344,0
171186,172,-921,-347,0
171282,175,-920,-347,0
171383,174,-918,-351,0
171481,184,-924,-351,0
171580,165,-928,-330,0
171680,168,-927,-337,0
171778,177,-921,-345,0
171877,180,-918,-353,0
171975,174,-926,-343,0
172074,175,-921,-346,0
172174,175,-919,-354,0
172270,171,-919,-348,0
172367,164,-927,-337,0
172466,179,-919,-351,0
172566,172,-920,-349,0
172666,173,-924,-342,0
172766,176,-916,-354,0
172866,168,-927,-335,0
172964,177,-922,-347,0
173063,170,-923,-345,0
173160,170,-925,-342,0
173259,178,-918,-347,0
173358,171,-923,-344,0
173455,173,-920,-351,0
173552,172,-925,-343,0
173651,173,-923,-346,0
173748,172,-921,-346,0
173850,175,-921,-347,0
173946,170,-923,-343,0
174047,173,-921,-346,0
174145,173,-921,-347,0
174244,171,-923,-342,0
174341,175,-920,-348,0
174440,172,-920,-345,0
174537,177,-917,-350,0
174636,168,-923,-342,0
174735,174,-921,-347,0
174835,172,-924,-344,0
174933,171,-921,-346,0
175032,176,-919,-348,0
175131,167,-924,-344,0
175232,178,-921,-348,0
175331,176,-918,-350,0
175430,171,-928,-333,0
175526,159,-924,-338,0
175626,172,-919,-346,0
175726,177,-918,-348,0
175826,172,-921,-344,0
175924,169,-925,-338,0
176022,171,-923,-345,0
176120,175,-919,-347,0
176221,172,-925,-340,0
176319,172,-921,-349,0
176419,174,-923,-346,0
176517,173,-921,-347,0
176615,172,-922,-344,0
176715,171,-924,-343,0
176812,175,-922,-345,0
176914,170,-919,-346,0
177012,174,-922,-345,0
177112,173,-919,-347,0
177210,171,-923,-343,0
177308,171,-918,-347,0
177407,170,-924,-343,0
177505,173,-921,-344,0
177605,174,-924,-345,0
177709,172,-926,-342,0
177806,172,-923,-343,0
177905,176,-918,-348,0
178004,176,-922,-346,0
178104,168,-926,-341,0
178205,175,-920,-348,0
178304,170,-924,-342,0
178402,177,-920,-347,0
178502,171,-926,-344,0
178602,169,-922,-343,0
178701,178,-921,-348,0
178799,173,-920,-349,0
178897,173,-922,-347,0
178997,177,-922,-347,0
179094,173,-923,-350,0
179192,175,-925,-346,0
179291,177,-922,-343,0
179390,170,-925,-339,0
179489,179,-920,-348,0
179587,174,-922,-343,0
179689,175,-923,-344,0
179785,171,-924,-339,0
179883,177,-924,-346,0
179982,171,-926,-340,0
180078,174,-921,-345,0
180177,173,-921,-345,0
180273,174,-921,-346,0
180373,170,-921,-344,0
180470,173,-923,-343,0
180568,176,-920,-347,0
180668,171,-922,-345,0
180765,176,-925,-345,0
180865,175,-918,-348,0
180963,172,-925,-341,0
181060,175,-923,-347,0
181160,174,-920,-348,0
181261,172,-923,-344,0
181361,174,-922,-344,0
181458,175,-921,-347,0
181556,172,-922,-345,0
181657,172,-923,-345,0
181755,176,-920,-348,0
181854,175,-923,-346,0
181953,170,-926,-339,0
182051,172,-921,-347,0
182148,172,-923,-345,0
182249,174,-921,-347,0
182347,172,-924,-343,0
182445,176,-921,-348,0
182547,174,-923,-342,0
182648,176,-921,-346,0
182747,174,-921,-346,0
182846,173,-924,-344,0
182944,176,-921,-346,0
183044,174,-923,-345,0
183144,173,-921,-347,0
183243,174,-919,-348,0
183343,169,-925,-343,0
183443,176,-922,-342,0
183538,174,-923,-342,0
183637,172,-918,-347,0
183735,173,-927,-340,0
183833,179,-914,-354,0
183933,168,-921,-344,0
184030,172,-927,-337,0
184130,177,-923,-348,0
184228,171,-926,-337,0
184327,177,-920,-343,0
184424,174,-921,-345,0
184524,171,-923,-346,0
184620,171,-926,-340,0
184718,178,-919,-346,0
184816,170,-924,-343,0
184914,175,-925,-340,0
185012,171,-920,-346,0
185111,177,-918,-350,0
185205,169,-926,-338,0
185303,169,-925,-340,0
185400,175,-925,-344,0
185499,175,-917,-352,0
185598,176,-915,-357,0
185697,172,-925,-336,0
185796,173,-921,-346,0
185894,179,-920,-347,0
185993,174,-927,-338,0
186091,172,-924,-341,0
186189,173,-917,-349,0
186287,174,-921,-343,0
186383,176,-923,-341,0
186483,175,-921,-345,0
186581,181,-917,-354,0
186681,171,-930,-330,0
186781,170,-923,-342,0
186879,172,-924,-337,0
186976,183,-928,-342,0
187075,167,-923,-340,0
187175,179,-927,-339,0
187272,175,-918,-349,0
187372,181,-922,-344,0
187472,178,-920,-354,0
187571,178,-914,-350,0
187670,171,-921,-340,0
187767,169,-927,-334,0
187868,180,-918,-352,0
187964,179,-916,-348,0
188062,178,-918,-351,0
188163,170,-926,-332,0
188260,168,-926,-340,0
188359,183,-923,-344,0
188459,175,-923,-345,0
188556,173,-923,-343,0
188656,173,-919,-349,0
188752,173,-921,-343,0
188850,177,-921,-346,0
188950,170,-919,-346,0
189047,186,-924,-345,0
189148,173,-919,-356,0
189246,175,-920,-347,0
189344,185,-916,-359,0
189442,171,-922,-335,0
189539,164,-931,-331,0
189636,174,-919,-344,0
189736,173,-926,-340,0
189835,179,-919,-350,0
189935,170,-924,-341,0
190039,180,-920,-346,0
190137,174,-923,-343,0
190235,171,-922,-346,0
190334,173,-923,-341,0
190434,178,-919,-346,0
190530,173,-921,-342,0
190630,168,-925,-340,0
190728,175,-921,-346,0
190827,177,-921,-345,0
190925,170,-921,-342,0
191025,177,-921,-347,0
191124,173,-922,-346,0
191223,176,-922,-344,0
191321,177,-921,-344,0
191420,172,-926,-342,0
191518,177,-923,-344,0
191616,176,-919,-347,0
191713,174,-923,-343,0
191813,173,-920,-345,0
191910,173,-921,-347,0
192007,175,-925,-342,0
192105,177,-925,-343,0
192202,171,-922,-345,0
192303,177,-924,-345,0
192403,172,-924,-346,0
192503,174,-920,-347,0
192602,175,-922,-346,0
192700,174,-924,-343,0
192799,176,-922,-343,0
192899,174,-921,-345,0
192997,173,-922,-343,0
193095,177,-920,-349,0
193193,174,-924,-345,0
193291,167,-926,-336,0
193392,177,-919,-347,0
193491,175,-920,-345,0
193592,175,-917,-343,0
193691,174,-923,-338,0
193787,165,-931,-329,0
193887,177,-918,-347,0
193984,174,-926,-334,0
194083,171,-924,-341,0
194181,169,-924,-341,0
194278,177,-917,-350,0
194377,174,-922,-345,0
194475,173,-922,-343,0
194572,173,-920,-344,0
194670,174,-923,-345,0
194767,172,-924,-341,0
194864,176,-918,-348,0
194963,171,-927,-336,0
195061,177,-922,-345,0
195159,171,-923,-343,0
195257,180,-922,-348,0
195358,173,-926,-339,0
195456,171,-926,-341,0
